id1,id2
694147,814074
949707,284880
161918,631337
610264,596376
395705,403623
510933,553288
620597,319211
527696,780596
442569,219153
958825,655551
761143,691573
241572,133829
635900,279403
513249,357146
957080,408370
270634,977454
69474,900570
753252,50880
336393,397066
37307,500535
297551,601655
233707,24563
921019,787614
488164,246207
684467,169287
173673,96745
19958,949565
75777,211521
314548,365279
785948,60168
746533,285704
687068,825459
81390,831058
436660,320277
912799,393559
374235,173872
715735,937422
15239,242700
743740,784061
42789,932204
67447,823562
285221,810537
399333,304815
70054,237487
164796,886425
168655,446722
510901,824253
278235,16115
580188,102951
140464,522155
201910,531320
271988,243847
904548,449577
951868,669820
21861,897021
463201,851519
788619,934803
150721,994997
171458,839941
699913,727977
25536,807527
311596,434207
765002,277135
120140,331624
717769,155826
397898,464453
444652,7820
884367,144268
168403,897267
148950,587070
476607,275852
259475,553705
593267,163635
740117,229016
38669,132750
773030,906231
380768,129388
204217,604128
8556,70178
909787,639962
962110,820691
885015,558217
368515,350282
625480,305767
595639,810667
104065,480309
28040,248641
998228,371923
413259,638428
51882,352836
910102,89287
253547,325863
291489,499130
58871,6007
630871,81909
826716,367583
193394,327575
154500,853925
221310,854683
861220,467813
416909,952130
876324,271476
636484,446581
847146,304194
479822,735133
704960,927633
22800,350826
897759,622767
255336,788332
83678,309067
894506,870283
102778,724201
521298,592895
334049,750025
292525,514168
375216,543144
622439,483801
592049,72180
43594,327083
699841,546717
478778,403712
315200,897267
724686,736475
771316,168410
268643,757466
730525,308809
327891,875402
463571,706424
269870,551712
613112,151741
845377,733457
574159,817633
359785,143990
173531,660140
698372,977995
165253,292772
410711,168891
672279,314489
143809,779549
864933,958939
480707,60310
79146,121999
217875,475709
288239,656273
58385,682357
619283,183229
597459,766580
287531,473959
341179,698701
53100,667880
744638,873991
118431,546978
121514,163767
779463,997545
360903,609107
635693,392605
326305,710659
515924,990690
80628,662047
464644,266881
743052,891303
464993,501990
493771,318136
133714,425887
146271,884031
837931,346607
916694,855831
901782,231764
135006,918946
829454,710855
900474,140464
303702,461132
479046,411403
37412,707896
28514,298699
356327,585846
525091,268349
997794,64573
653005,676952
435169,803416
967214,534259
69058,846228
308618,610391
382971,387898
632716,609287
350380,811197
579674,479989
774452,474791
930014,800951
427810,835524
149461,668089
689158,929877
377124,464730
836245,567957
976321,536264
292670,339882
884552,721863
622989,259396
807619,165508
175526,392706
669805,359608
338703,815077
497943,821476
910395,409855
663210,457771
954394,481834
959918,407901
472987,951230
751536,652710
695401,324811
973407,843866
818622,332394
263937,919624
977592,206488
872017,81621
424770,963026
849747,579976
931812,265281
698029,521068
315310,481963
959541,798247
400176,625649
325497,420088
951102,284679
855640,55934
862165,984888
342375,497252
167368,536180
638080,182793
754614,775318
993374,156511
926410,892095
89732,87484
738529,889261
735396,983755
754691,771799
876598,220547
327163,964675
180435,86680
385506,316988
59138,620683
118979,531863
403806,358905
9449,340730
691332,336801
296600,241043
894812,745560
990102,144992
823605,91580
692024,490261
176531,390880
899777,735249
993677,520818
110912,763384
280590,19567
790898,564341
741235,10235
710256,644820
357027,460200
497167,384555
769989,710670
684126,705786
19618,306089
333782,155253
79951,546504
561979,321205
123879,447919
179765,737311
130853,689607
95865,499130
312310,729153
62032,215104
260926,567907
245331,397074
41111,751048
418242,708512
232209,893211
149461,897267
182528,799109
506847,829352
794452,417701
338628,817181
665525,948615
261961,179849
443564,83730
225297,349533
893814,399228
667255,145598
341206,414055
931111,133068
389845,526022
595042,587147
193114,133902
32656,795286
914822,934739
754645,352867
21404,412963
524788,341867
327338,195648
80830,249116
953031,46496
739247,815820
968801,702124
28300,428889
294045,362264
10083,365182
627465,15421
268758,946199
936981,830798
708705,987825
282951,765767
615947,509118
564748,81419
692978,511594
627142,300278
313770,752751
987422,197518
617269,776300
477734,893964
805575,866510
191302,206773
599879,136543
74175,414428
937136,8706
322255,93485
316065,703299
453773,122977
266390,437719
146912,50820
185617,243567
724359,975251
564599,731622
543990,227062
248821,71558
