id1,id2
161918,631337
610264,596376
395705,403623
620597,319211
527696,780596
958825,655551
241572,133829
635900,279403
513249,357146
957080,408370
270634,977454
753252,50880
336393,397066
37307,500535
297551,601655
233707,24563
921019,787614
19958,949565
785948,60168
746533,285704
81390,831058
436660,320277
912799,393559
374235,173872
715735,937422
743740,784061
42789,932204
285221,810537
399333,304815
70054,237487
164796,886425
510901,824253
580188,102951
201910,531320
904548,449577
21861,897021
463201,851519
150721,994997
699913,727977
25536,807527
765002,277135
717769,155826
397898,464453
444652,7820
884367,144268
168403,897267
259475,553705
740117,229016
380768,129388
204217,604128
8556,70178
909787,639962
962110,820691
368515,350282
595639,810667
104065,480309
998228,371923
413259,638428
291489,499130
826716,367583
193394,327575
154500,853925
416909,952130
876324,271476
636484,446581
847146,304194
479822,735133
704960,927633
897759,622767
255336,788332
83678,309067
102778,724201
334049,750025
292525,514168
375216,543144
622439,483801
592049,72180
315200,897267
724686,736475
771316,168410
730525,308809
327891,875402
463571,706424
269870,551712
613112,151741
845377,733457
574159,817633
359785,143990
698372,977995
410711,168891
864933,958939
79146,121999
288239,656273
287531,473959
341179,698701
53100,667880
118431,546978
121514,163767
779463,997545
360903,609107
743052,891303
493771,318136
837931,346607
916694,855831
135006,918946
303702,461132
356327,585846
997794,64573
435169,803416
308618,610391
382971,387898
632716,609287
350380,811197
427810,835524
149461,668089
292670,339882
884552,721863
669805,359608
338703,815077
910395,409855
663210,457771
954394,481834
959918,407901
472987,951230
751536,652710
695401,324811
973407,843866
263937,919624
977592,206488
315310,481963
959541,798247
400176,625649
325497,420088
951102,284679
855640,55934
862165,984888
342375,497252
167368,536180
638080,182793
754614,775318
993374,156511
926410,892095
876598,220547
327163,964675
691332,336801
296600,241043
990102,144992
823605,91580
692024,490261
176531,390880
899777,735249
741235,10235
710256,644820
769989,710670
19618,306089
333782,155253
79951,546504
561979,321205
95865,499130
62032,215104
245331,397074
418242,708512
149461,897267
506847,829352
338628,817181
665525,948615
261961,179849
893814,399228
667255,145598
341206,414055
931111,133068
193114,133902
914822,934739
754645,352867
327338,195648
80830,249116
968801,702124
294045,362264
10083,365182
708705,987825
282951,765767
564748,81419
692978,511594
627142,300278
987422,197518
617269,776300
477734,893964
805575,866510
599879,136543
74175,414428
937136,8706
453773,122977
266390,437719
146912,50820
185617,243567
724359,975251
504996,243316
849896,219105
264405,521408
253810,705160
808557,941860
724382,843987
482030,464393
763116,928610
324156,957877
485539,674168
592356,973460
486066,742231
943147,870000
517769,600819
970678,936563
36512,315150
936585,649808
296195,268087
951311,27904
261111,709149
595707,799097
207333,462108
590077,412208
46048,731464
92977,294856
919960,231618
114641,166095
350211,778456
575461,458176
239872,172673
604571,579701
808524,512031
970460,463228
727528,92502
425835,848785
658442,545706
759435,4176
272177,549427
114864,515558
822089,958175
941025,348221
952736,688683
442323,411175
594435,474452
955922,661725
992622,220962
481317,723018
3970,710238
961494,636683
892979,301900
962482,889287
618110,410308
378247,228214
486867,229538
431683,668089
155891,411175
142565,16345
810034,39135
244200,26681
396017,743278
307883,82998
218131,941944
820989,415422
199296,543522
687546,607938
98150,129046
769989,710804
822375,203807
323773,568802
577282,39636
637558,843550
335403,903205
998529,585630
610860,575732
858001,717885
3114,31303
912606,340256
507662,80677
992412,386865
245648,964592
916770,874877
678630,853108
847505,632341
154700,432246
249441,954376
230385,449490
265951,920290
594880,731319
124971,322595
911752,201653
499968,573815
393708,352215
480101,85957
854831,348526
72879,950580
936055,217681
262098,918048
183005,717077
962211,945115
620231,860367
741537,476309
590879,482737
573435,794239
564306,507487
233196,315052
113106,344094
382403,244805
230535,733457
674170,831633
431704,214426
521793,460484
853535,661810
281174,519496
687480,171749
321633,355571
69553,3091
466413,620562
718060,139415
573319,32492
643373,550726
454136,522968
549860,563533
169153,955560
707397,934554
56303,624635
291878,725067
460658,30314
12015,124951
214339,578745
311802,20335
192015,114297
29025,311295
145221,636828
617619,599931
565304,310867
545250,108158
484816,352976
143545,129363
747520,580017
607875,97271
75890,215757
277808,734742
63909,308714
917519,645889
627445,409447
84232,87552
786472,439484
505143,895077
322211,983815
612746,434412
549221,276227
564023,48379
91457,958684
297112,544957
50005,57471
288023,120235
561462,85976
304906,333096
450604,33245
704146,521194
807575,89478
957268,221050
919436,629376
363746,812039
964032,295285
994433,636028
737737,6239
945322,384946
564726,301424
391999,27349
248317,321743
758990,221373
60157,112484
468111,18107
664131,717642
914320,819914
198159,589224
184905,290856
496283,943974
499423,450061
704610,596763
348813,640706
950731,754294
695024,826441
89478,848509
169239,980408
679427,376875
556544,10979
662522,817051
305826,208945
104716,793554
611820,662062
644035,147051
942595,615874
455989,960815
952499,143350
699189,248810
720807,572912
423994,33044
657755,896313
436548,174703
853903,288506
774597,535443
889625,101231
242063,458323
396540,926135
170125,814815
892068,936704
368597,25091
977494,386837
25693,254214
527092,224584
220253,31973
356873,50850
346358,771658
69521,828334
108894,332998
258795,135141
146905,701354
426259,165399
930689,602522
120620,624076
698413,342714
146045,579483
615868,382241
886177,326362
618731,559874
233379,48379
773615,824295
85006,290493
783688,162420
741973,644543
587328,39719
297895,532218
76391,645722
420934,759368
129634,748718
746011,444624
126632,577209
798741,887301
681819,788028
261246,15574
231749,802875
55240,876269
815768,345544
867220,631544
832782,735270
34373,724887
540247,357547
715187,133392
822777,570430
583973,737013
950353,165699
145144,746494
928049,978439
489185,490615
593852,172673
486216,491342
636812,271534
45295,382497
447833,193007
734600,532698
317344,949011
619348,586079
912687,182242
757375,837623
489278,303647
193186,150735
699814,261041
53179,429827
727110,800962
669185,674181
305536,818680
906481,649863
92974,625696
522421,492393
308826,474024
807888,260243
945263,350772
699630,954221
720180,966172
806482,577745
461519,349530
828973,361937
914046,559550
690523,256146
184350,638434
384917,779502
74071,728422
630994,866510
512538,58970
4590,760585
478162,152764
899118,637523
275573,897620
8159,382923
521314,298895
753200,837086
191268,552493
501697,899549
29960,928580
761116,928767
385905,140237
430953,817610
578779,772239
374348,91580
469609,503653
223922,648073
205909,511310
345922,465913
195018,603558
636122,217140
821956,143864
662988,505536
172738,797209
736974,127752
442235,536443
300683,989529
315311,510661
453173,398399
791863,818798
535293,590699
457360,673933
355704,923101
984763,387468
4554,853730
940546,340314
127759,269065
367827,769797
846070,464596
477250,253970
932541,289904
305390,435826
460941,235568
274622,365379
918082,515932
303729,315200
671183,957162
547254,846059
704360,700792
312580,125292
387070,243456
561990,316518
762961,544586
583673,997857
301625,773217
44284,854854
433773,234722
89864,325196
108340,819887
318022,36037
926469,87693
781522,496129
574592,318298
881573,937233
467639,634962
226913,746437
346969,204435
992452,883231
709303,95019
544870,312865
602495,356175
30859,342325
297504,575333
120012,796831
908730,726515
885375,588869
560487,30260
68739,465538
167828,5980
95951,516096
745999,992251
829126,426274
223188,384748
408234,672295
377887,978114
439539,328825
244600,222511
231214,941465
284209,64582
442765,391509
435212,937650
231651,335398
863490,88236
744958,609873
737647,198387
989357,984940
373149,180448
180031,252073
414390,814718
855740,701952
223539,592269
861773,69558
675108,579752
526913,909927
793829,267818
43998,789549
262548,831159
783524,217173
936527,110429
115079,730858
105708,755445
596527,752517
538373,411803
555951,454192
505935,285126
982048,691529
157606,287828
733812,483074
560822,306881
119782,120377
278662,439699
136233,920396
486703,937874
248011,936167
975797,974015
457285,189944
490991,312145
836323,460431
5968,885049
684622,286974
779252,855698
960608,727093
555142,769710
891374,282199
920647,637580
859815,281575
222637,870216
573286,453205
456672,239298
490991,467348
434960,36262
247332,304375
525679,423853
338904,105656
867449,576807
858272,580631
347034,823437
26339,426178
646550,408055
506975,982298
677074,909382
844441,401398
950113,392654
76153,90064
393767,278776
803860,655278
566320,848180
343766,338353
848301,52358
910395,16579
719379,272455
866208,513909
953620,358327
67650,596671
963102,257731
692485,185359
659624,893674
993958,933230
821010,401209
167428,432458
272474,877707
554961,963780
413230,273384
545828,151365
487496,839591
916788,395609
75817,156521
363955,194718
412193,766370
165432,190949
936527,414263
592436,414055
578874,833496
289958,232379
330149,176083
835900,747702
177664,652810
81807,417877
964827,155463
473163,589606
531505,315405
758352,568312
22678,730673
869432,350380
110178,38275
464925,25035
776300,789094
221865,732601
24782,781048
670780,276152
182801,871768
627142,354545
566142,256228
196751,182869
636431,664423
712090,145854
301897,774677
879490,234737
284154,252142
787090,529601
114489,854374
666983,968838
458313,113579
239351,555362
928462,333167
552946,575783
993374,702086
909920,502307
835567,618889
709920,384955
937475,399507
363393,38904
850580,930672
15623,116621
250586,775201
372269,966183
669619,354667
917243,720172
625938,124908
445807,523826
647995,183953
629938,154837
442366,259890
544712,227215
378656,940715
69406,661583
399536,218316
458996,276812
97205,732627
758406,675247
992771,193964
44069,651105
254432,226744
513629,271835
412744,91918
592180,362980
737070,600030
320214,420490
672629,917040
734366,229777
769791,101258
206697,466470
207671,885808
968777,338918
402312,668947
547743,138593
786109,357292
196929,757371
469994,564993
7355,988998
744498,13319
16083,384079
12845,663623
91580,156511
796295,234952
130336,612267
498125,828316
181867,608668
346621,760757
149045,826716
900743,352404
44815,436862
879068,224379
440252,853062
902993,655908
504414,969722
786495,174353
913473,414040
283844,420291
891684,430627
157759,491633
534714,220289
563387,69270
262098,111345
352488,965645
941325,217217
316819,407822
389996,129568
913547,720396
797197,532780
451966,871157
612435,953240
825639,625771
351451,428249
579894,310321
390854,917169
929582,26346
677646,280166
780364,22996
588078,763651
410254,356215
502868,372227
402964,76028
19523,621462
34235,323948
449012,981214
524652,456452
