115,598834
115,637458
115,902975
598834,637458
598834,902975
637458,902975
206,371951
238,334619
238,715912
334619,715912
249,517012
379,205520
379,304100
379,319988
379,595170
379,880382
379,891737
205520,304100
205520,319988
205520,595170
205520,880382
205520,891737
304100,319988
304100,595170
304100,880382
304100,891737
319988,595170
319988,880382
319988,891737
595170,880382
595170,891737
880382,891737
413,854496
419,551505
490,433553
568,755391
582,98451
582,383617
98451,383617
623,519022
625,914960
637,494055
693,50910
693,359095
693,699940
50910,359095
50910,699940
359095,699940
708,198159
708,576056
708,589224
198159,576056
198159,589224
576056,589224
853,619374
955,243438
955,612616
955,619356
955,796783
955,835831
243438,612616
243438,619356
243438,796783
243438,835831
612616,619356
612616,796783
612616,835831
619356,796783
619356,835831
796783,835831
997,765814
1040,411423
1066,15696
1089,361784
1118,88232
1230,242999
1244,2833
1244,263176
2833,263176
1251,924824
1273,129653
1276,893149
1449,960886
1524,287324
1528,177053
1573,10052
1575,188177
1575,304753
1575,348794
1575,485980
1575,549444
1575,647030
1575,805083
1575,833113
1575,871541
188177,304753
188177,348794
188177,485980
188177,549444
188177,647030
188177,805083
188177,833113
188177,871541
304753,348794
304753,485980
304753,549444
304753,647030
304753,805083
304753,833113
304753,871541
348794,485980
348794,549444
348794,647030
348794,805083
348794,833113
348794,871541
485980,549444
485980,647030
485980,805083
485980,833113
485980,871541
549444,647030
549444,805083
549444,833113
549444,871541
647030,805083
647030,833113
647030,871541
805083,833113
805083,871541
833113,871541
1614,527238
1878,213765
1914,527803
2132,44804
2187,84071
2187,276939
2187,302536
2187,341848
2187,346262
2187,496396
84071,276939
84071,302536
84071,341848
84071,346262
84071,496396
276939,302536
276939,341848
276939,346262
276939,496396
302536,341848
302536,346262
302536,496396
341848,346262
341848,496396
346262,496396
2243,745137
2243,779502
745137,779502
2266,465315
2283,111598
2383,541119
2383,964735
541119,964735
2390,793915
2454,70026
2546,412006
2594,217043
2622,380211
2622,681804
380211,681804
2642,945127
2652,697177
2686,646570
2702,62196
2702,588362
62196,588362
2801,216263
2801,808608
216263,808608
2811,840007
2872,68480
2872,524539
68480,524539
2929,22082
2936,837349
3050,236957
3137,103949
3150,90266
3150,323035
3150,500381
90266,323035
90266,500381
323035,500381
3216,855561
3216,978462
855561,978462
3313,65328
3532,47358
3532,90938
47358,90938
3643,167058
3643,842233
167058,842233
3675,858966
3687,410079
3687,889578
410079,889578
3696,665935
3839,939753
3849,906620
4000,134138
4224,279999
4327,229777
4327,490476
229777,490476
4375,40599
4398,527032
4673,22949
4673,942607
22949,942607
4714,263450
4762,108207
4811,491946
4811,886618
491946,886618
4832,33751
4832,319544
33751,319544
4836,864846
4855,527245
5017,726200
5192,27979
5192,115291
5192,300634
5192,416470
5192,449601
5192,559180
5192,569577
5192,873128
27979,115291
27979,300634
27979,416470
27979,449601
27979,559180
27979,569577
27979,873128
115291,300634
115291,416470
115291,449601
115291,559180
115291,569577
115291,873128
300634,416470
300634,449601
300634,559180
300634,569577
300634,873128
416470,449601
416470,559180
416470,569577
416470,873128
449601,559180
449601,569577
449601,873128
559180,569577
559180,873128
569577,873128
5197,292038
5197,520113
5197,973718
292038,520113
292038,973718
520113,973718
5202,845485
5262,845410
5312,668845
5337,60612
5337,636321
60612,636321
5348,115785
5370,967277
5521,356906
5596,220939
5606,73371
5615,903467
5618,107702
5618,381520
5618,711890
107702,381520
107702,711890
381520,711890
5658,9132
5808,463174
5854,49748
5854,282944
5854,491426
49748,282944
49748,491426
282944,491426
5860,89613
5860,257076
5860,948638
89613,257076
89613,948638
257076,948638
5897,584534
5929,416282
5929,422899
416282,422899
5988,826039
6004,125561
6073,146229
6138,321967
6176,124207
6176,681574
124207,681574
6476,448468
6476,489276
6476,528580
6476,641930
6476,836396
448468,489276
448468,528580
448468,641930
448468,836396
489276,528580
489276,641930
489276,836396
528580,641930
528580,836396
641930,836396
6518,910653
6549,446922
6562,823388
6769,479394
6829,101959
7070,679386
7070,686770
7070,810963
7070,823242
7070,983490
7070,999283
679386,686770
679386,810963
679386,823242
679386,983490
679386,999283
686770,810963
686770,823242
686770,983490
686770,999283
810963,823242
810963,983490
810963,999283
823242,983490
823242,999283
983490,999283
7085,830575
7141,122206
7141,148862
7141,346333
7141,376430
7141,476340
7141,776783
7141,847374
122206,148862
122206,346333
122206,376430
122206,476340
122206,776783
122206,847374
148862,346333
148862,376430
148862,476340
148862,776783
148862,847374
346333,376430
346333,476340
346333,776783
346333,847374
376430,476340
376430,776783
376430,847374
476340,776783
476340,847374
776783,847374
7286,420549
7286,800908
7286,859357
7286,888849
420549,800908
420549,859357
420549,888849
800908,859357
800908,888849
859357,888849
7351,328597
7417,145358
7452,907297
7513,244929
7513,729581
244929,729581
7603,22235
7746,412843
7827,597487
7827,631681
7827,803537
597487,631681
597487,803537
631681,803537
7836,373946
7852,952782
7869,151500
7869,343621
151500,343621
8099,871377
8149,564571
8306,980629
8355,76762
8416,302309
8416,355854
302309,355854
8434,192442
8434,527247
8434,801187
8434,946055
192442,527247
192442,801187
192442,946055
527247,801187
527247,946055
801187,946055
8526,267969
8583,318703
8775,428698
8906,265693
9245,500679
9305,18715
9305,138852
9305,649268
9305,760744
9305,917243
18715,138852
18715,649268
18715,760744
18715,917243
138852,649268
138852,760744
138852,917243
649268,760744
649268,917243
760744,917243
9311,701892
9330,895419
9426,436966
9426,566400
436966,566400
9543,504806
9546,333750
9633,930512
9642,144116
9686,892329
9711,640587
9744,32877
9744,97491
9744,380270
9744,647665
9744,757411
9744,919726
32877,97491
32877,380270
32877,647665
32877,757411
32877,919726
97491,380270
97491,647665
97491,757411
97491,919726
380270,647665
380270,757411
380270,919726
647665,757411
647665,919726
757411,919726
9809,337491
9852,564610
9857,272536
9929,231660
10050,75973
10083,79561
10083,108505
10083,291157
10083,308618
10083,367981
10083,401365
